country_id,year,Public Debt (% of GDP),GDP Growth (% Annual),Inflation (CPI %),"Interest Rate (Real, %)",Current Account Balance (% GDP),Public Debt (% of GDP)_lag1,Public Debt (% of GDP)_lag2,GDP Growth (% Annual)_lag1,GDP Growth (% Annual)_lag2,Inflation (CPI %)_lag1,Inflation (CPI %)_lag2,"Interest Rate (Real, %)_lag1","Interest Rate (Real, %)_lag2",Current Account Balance (% GDP)_lag1,Current Account Balance (% GDP)_lag2,GDP Growth (% Annual)_roll_mean3,GDP Growth (% Annual)_roll_std3,Inflation (CPI %)_roll_mean3,Inflation (CPI %)_roll_std3
BRA,1997,78.15875842028433,1.9744109084297659,3.392940538898436,1.984814211727909,-2.426255748274946,67.63559442982992,110.98018100557593,0.4304157655068117,1.555623352306585,3.977739490028954,5.913307640864232,2.3485619615373103,-0.1121562304637258,3.385636570428094,-2.0694200483222245,1.320150008747721,0.7984773146354951,4.427995889930541,1.3191325564199834
BRA,1998,44.0662669621856,-1.4886415066919376,5.179417267145157,3.9163117219491808,0.020228575823360018,78.15875842028433,67.63559442982992,1.9744109084297659,0.4304157655068117,3.392940538898436,3.977739490028954,1.984814211727909,2.3485619615373103,-2.426255748274946,3.385636570428094,0.3053950557482133,1.7349079632278692,4.183365765357515,0.9108163365744493
BRA,1999,94.43469644333366,-1.254777996773053,9.37785878901456,4.891130956266421,-3.7125658098452954,44.0662669621856,78.15875842028433,-1.4886415066919376,1.9744109084297659,5.179417267145157,3.392940538898436,3.9163117219491808,1.984814211727909,0.020228575823360018,-2.426255748274946,-0.25633619834507493,1.9354192119812537,5.98340553168605,3.072394743889996
BRA,2000,64.87903043715058,0.11158099380557429,9.689457909597719,3.0494103861723847,1.0532384420666263,94.43469644333366,44.0662669621856,-1.254777996773053,-1.4886415066919376,9.37785878901456,5.179417267145157,4.891130956266421,3.9163117219491808,-3.7125658098452954,0.020228575823360018,-0.8772795032198055,0.8643245034423452,8.08224465525248,2.518745448997683
BRA,2001,102.44773369078875,-1.1114135202994724,7.196020126120279,-0.09699654281593983,-2.7296150950315736,64.87903043715058,94.43469644333366,0.11158099380557429,-1.254777996773053,9.689457909597719,9.37785878901456,3.0494103861723847,4.891130956266421,1.0532384420666263,-3.7125658098452954,-0.7515368410889837,0.7509112071100276,8.754445608244188,1.3585989071418054
BRA,2002,80.46224841350985,0.35599555084102263,8.917775952224162,4.106013727724181,2.164711646715488,102.44773369078875,64.87903043715058,-1.1114135202994724,0.11158099380557429,7.196020126120279,9.689457909597719,-0.09699654281593983,3.0494103861723847,-2.7296150950315736,1.0532384420666263,-0.21461232521762516,0.7862085642804212,8.601084662647388,1.2765296803006898
BRA,2003,95.80040931364051,-0.11890305562048353,5.966475207786863,2.062124882147026,-1.9761971711927986,80.46224841350985,102.44773369078875,0.35599555084102263,-1.1114135202994724,8.917775952224162,7.196020126120279,4.106013727724181,-0.09699654281593983,2.164711646715488,-2.7296150950315736,-0.2914403416929778,0.748765104575727,7.360090428710435,1.482475402552455
BRA,2004,95.0836617223547,4.4493331291290845,4.108820030118871,1.6367512477546686,3.3209900783085136,95.80040931364051,80.46224841350985,-0.11890305562048353,0.35599555084102263,5.966475207786863,8.917775952224162,2.062124882147026,4.106013727724181,-1.9761971711927986,2.164711646715488,1.5621418747832079,2.511630382039375,6.331023730043299,2.4251156640452027
BRA,2005,85.87600820925913,2.086738831784918,8.23160921892443,3.1001420508251423,-3.1860293670823747,95.0836617223547,95.80040931364051,4.4493331291290845,-0.11890305562048353,4.108820030118871,5.966475207786863,1.6367512477546686,2.062124882147026,3.3209900783085136,-1.9761971711927986,2.1390563017645063,2.2845674203583095,6.102301485610055,2.064747988773323
BRA,2006,44.6461271768036,-0.4775636480078522,7.245870314613855,4.512622593052445,1.4491619973651426,85.87600820925913,95.0836617223547,2.086738831784918,4.4493331291290845,8.23160921892443,4.108820030118871,3.1001420508251423,1.6367512477546686,-3.1860293670823747,3.3209900783085136,2.019502770968717,2.4641364570668856,6.528766521219052,2.152911066836928
BRA,2007,62.13828705507784,2.6304467117182257,2.0457115379799413,2.166860139706814,-3.2555243178226876,44.6461271768036,85.87600820925913,-0.4775636480078522,2.086738831784918,7.245870314613855,8.23160921892443,4.512622593052445,3.1001420508251423,1.4491619973651426,-3.1860293670823747,1.4132072984984305,1.6598691646601518,5.8410636905060755,3.323619076869584
BRA,2008,103.5122487667374,2.429073033484112,8.02860722140461,4.483930108933132,0.7555382151904251,62.13828705507784,44.6461271768036,2.6304467117182257,-0.4775636480078522,2.0457115379799413,7.245870314613855,2.166860139706814,4.512622593052445,-3.2555243178226876,1.4491619973651426,1.5273186990648284,1.7391960093026113,5.773396357999469,3.2519063415735245
BRA,2009,70.1376753020805,2.057742131819931,3.1502655117151415,4.005963009633093,-0.4393625679621449,103.5122487667374,62.13828705507784,2.429073033484112,2.6304467117182257,8.02860722140461,2.0457115379799413,4.483930108933132,2.166860139706814,0.7555382151904251,-3.2555243178226876,2.37242062567409,0.29052496526482013,4.408194757033232,3.183637805931334
BRA,2010,79.35513511222945,-1.5079624745784388,3.134801578493225,4.051831322476171,2.0600255080522345,70.1376753020805,103.5122487667374,2.057742131819931,2.429073033484112,3.1502655117151415,8.02860722140461,4.005963009633093,4.483930108933132,-0.4393625679621449,0.7555382151904251,0.992950896908535,2.173797927221948,4.77122477053766,2.82098654848258
BRA,2011,67.04572742320526,3.6828704950118887,1.3947763935698778,2.246166330379636,-4.870861191567188,79.35513511222945,70.1376753020805,-1.5079624745784388,2.057742131819931,3.134801578493225,3.1502655117151415,4.051831322476171,4.005963009633093,2.0600255080522345,-0.4393625679621449,1.4108833840844603,2.655184816389983,2.559947827926082,1.0090976845119755
